,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
326,317,Alex Smith,CLE,TE,29,14,4,0,0,0,0,0,0,0,,0,25,14,131,9.36,1,0,,1,,,19,33.1,36.1,26.1,,45,
327,318,Braylon Edwards,SFO,WR,28,9,5,0,0,0,0,0,0,0,,0,34,15,181,12.07,0,0,,0,,,18,33.1,36.1,25.6,,123,
328,319,Leonard Hankerson,WAS,WR,23,4,2,0,0,0,0,0,0,0,,0,20,13,163,12.54,0,0,,0,1,,18,31.3,34.3,24.8,,122,
329,320,Alfonso Smith,ARI,RB,24,15,0,0,0,0,0,0,30,102,3.40,1,5,3,21,7.00,0,0,,1,,,18,21.3,24.3,19.8,,100,
330,321,Steve Smith,PHI,WR,26,9,1,0,0,0,0,0,0,0,,0,20,11,124,11.27,1,1,,1,,,18,29.4,32.4,23.9,,121,
331,322,Jesse Holley,DAL,WR,27,16,0,0,0,0,0,0,0,0,,0,7,7,169,24.14,0,0,,0,,,17,23.9,26.9,20.4,,125,
332,323,Josh Johnson,TAM,QB,25,9,1,19,36,246,1,2,11,67,6.09,0,2,0,0,,0,1,,0,,,17,16.5,18.5,18.5,,52,
333,324,Ricardo Lockette,SEA,WR,25,2,0,0,0,0,0,0,0,0,,0,4,2,105,52.50,1,0,,1,,,17,18.5,21.5,17.5,,127,
334,325,Derrick Mason,2TM,WR,37,12,2,0,0,0,0,0,0,0,,0,35,19,170,8.95,0,0,,0,,,17,36.0,39.0,26.5,,124,
335,326,Kevin Ogletree,DAL,WR,24,14,1,0,0,0,0,0,2,3,1.50,0,26,15,164,10.93,0,1,,0,,,17,31.7,34.7,24.2,,126,
336,327,Matt Spaeth,CHI,TE,28,15,8,0,0,0,0,0,0,0,,0,11,7,50,7.14,2,0,,2,,,17,24.0,24.0,20.5,,46,
337,328,Dion Lewis,PHI,RB,21,15,0,0,0,0,0,0,23,102,4.43,1,1,1,-3,-3.00,0,1,,1,,,16,16.9,19.9,16.4,,101,
338,329,John Phillips,DAL,WR,24,16,7,0,0,0,0,0,0,0,,0,18,15,101,6.73,1,0,,1,,,16,31.1,34.1,23.6,,128,
339,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
340,330,Phillip Tanner,DAL,RB,23,9,0,0,0,0,0,0,22,76,3.45,1,2,2,19,9.50,0,0,,1,,,16,17.5,17.5,16.5,,102,
341,331,Patrick Turner,NYJ,WR,24,15,1,0,0,0,0,0,0,0,,0,15,8,96,12.00,1,0,,1,,,16,23.6,23.6,19.6,,129,
342,332,Travis Beckum,NYG,TE,24,13,0,0,0,0,0,0,0,0,,0,10,5,93,18.60,1,0,,1,,,15,20.3,20.3,17.8,,47,
343,333,Jamaal Charles,KAN,RB,25,2,1,0,0,0,0,0,12,83,6.92,0,6,5,9,1.80,1,1,,1,,,15,20.2,20.2,17.7,,103,
344,334,Lex Hilliard,MIA,RB,27,16,4,0,0,0,0,0,16,41,2.56,1,7,5,49,9.80,0,0,,1,,,15,20.0,20.0,17.5,,106,
345,335,Bryant Johnson,HOU,WR,30,16,0,0,0,0,0,0,1,1,1.00,0,12,6,90,15.00,1,0,,1,,,15,21.1,21.1,18.1,,130,
346,336,David Johnson,PIT,RB,24,16,16,0,0,0,0,0,0,0,,0,14,12,91,7.58,1,0,,1,,,15,27.1,27.1,21.1,,105,
347,337,Anthony McCoy,SEA,TE,24,16,9,0,0,0,0,0,0,0,,0,24,13,146,11.23,0,0,,0,,,15,27.6,30.6,21.1,,49,
348,338,Bruce Miller,SFO,RB,24,15,8,0,0,0,0,0,4,8,2.00,0,15,11,83,7.55,1,1,,1,,,15,26.1,26.1,20.6,,104,
349,339,Ovie Mughelli,ATL,RB,31,7,5,0,0,0,0,0,2,1,0.50,0,8,4,25,6.25,2,0,,2,,,15,18.6,18.6,16.6,,108,
350,340,Brandon Myers,OAK,TE,26,16,7,0,0,0,0,0,0,0,,0,27,16,151,9.44,0,0,,0,,,15,31.1,34.1,23.1,,48,
351,341,Steve Slaton,2TM,RB,25,6,0,0,0,0,0,0,24,84,3.50,1,4,3,3,1.00,0,0,,1,,,15,17.7,17.7,16.2,,107,
352,342,Mike Sims-Walker,2TM,WR,27,6,4,0,0,0,0,0,0,0,,0,33,12,150,12.50,0,0,,0,,,15,27.0,30.0,21.0,,131,
353,343,Charlie Whitehurst,SEA,QB,29,3,2,27,56,298,1,1,4,13,3.25,0,0,0,0,,0,2,,0,,,15,15.2,16.2,16.2,,53,
354,344,David Anderson,2TM,WR,28,6,0,0,0,0,0,0,0,0,,0,16,7,79,11.29,1,0,,1,,,14,20.9,20.9,17.4,,133,
355,345,Terrence Austin,WAS,WR,23,13,0,0,0,0,0,0,0,0,,0,26,12,137,11.42,0,1,,0,,,14,25.7,28.7,19.7,,134,
356,346,Martellus Bennett,DAL,TE,24,14,7,0,0,0,0,0,0,0,,0,26,17,144,8.47,0,0,,0,,,14,31.4,34.4,22.9,,50,
357,347,Jake Delhomme,HOU,QB,36,1,0,18,28,211,1,0,0,0,,0,0,0,0,,0,1,,0,,,14,12.4,12.4,12.4,,54,
358,348,Jamie Harper,TEN,RB,22,13,0,0,0,0,0,0,17,44,2.59,1,6,4,32,8.00,0,1,,1,,,14,17.6,17.6,15.6,,111,
359,349,Jeremiah Johnson,DEN,RB,24,8,0,0,0,0,0,0,14,77,5.50,0,9,7,62,8.86,0,0,,0,,,14,20.9,20.9,17.4,,109,
360,350,Stephen McGee,DAL,QB,26,1,0,24,38,182,1,0,4,28,7.00,0,0,0,0,,0,0,,0,,,14,14.1,14.1,14.1,,55,
361,351,Bear Pascoe,NYG,TE,25,16,11,0,0,0,0,0,0,0,,0,16,12,136,11.33,0,0,,0,,,14,25.6,28.6,19.6,,52,
362,352,Logan Paulsen,WAS,TE,24,16,6,0,0,0,0,0,0,0,,0,19,11,138,12.55,0,0,,0,,,14,24.8,27.8,19.3,,51,
363,353,Michael Robinson*,SEA,WR,28,14,4,0,0,0,0,0,4,7,1.75,0,14,9,74,8.22,1,1,,1,,,14,23.1,23.1,18.6,,132,
364,354,Brandon Saine,GNB,RB,23,8,0,0,0,0,0,0,18,69,3.83,0,12,10,69,6.90,0,0,,0,,,14,23.8,23.8,18.8,,110,
365,355,Lorenzo Booker,MIN,RB,27,15,0,0,0,0,0,0,13,52,4.00,0,14,8,82,10.25,0,3,,0,,,13,21.4,21.4,17.4,,112,
366,356,Jonathan Dwyer,PIT,RB,22,7,0,0,0,0,0,0,16,123,7.69,0,1,1,6,6.00,0,0,,0,,,13,13.9,16.9,13.4,,113,
367,357,Rob Housler,ARI,TE,23,12,2,0,0,0,0,0,0,0,,0,26,12,133,11.08,0,1,,0,,,13,25.3,28.3,19.3,,53,
368,358,Mossis Madu,TAM,RB,24,9,0,0,0,0,0,0,15,55,3.67,0,12,10,72,7.20,0,0,,0,,,13,22.7,22.7,17.7,,114,
369,359,Michael Palmer,ATL,TE,23,16,2,0,0,0,0,0,0,0,,0,16,10,72,7.20,1,0,,1,,,13,23.2,23.2,18.2,,54,
370,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
371,360,Greg Camarillo,MIN,WR,29,13,0,0,0,0,0,0,0,0,,0,24,9,121,13.44,0,0,,0,,,12,21.1,24.1,16.6,,135,
372,361,Spencer Larsen,DEN,RB,27,16,6,0,0,0,0,0,14,44,3.14,0,9,9,76,8.44,0,0,,0,,,12,21.0,21.0,16.5,,115,
373,362,Donald Lee,CIN,TE,31,9,4,0,0,0,0,0,0,0,,0,13,11,115,10.45,0,0,,0,,,12,22.5,25.5,17.0,,56,
374,363,Dante Rosario,2TM,TE,27,16,3,0,0,0,0,0,0,0,,0,11,7,117,16.71,0,0,,0,,,12,18.7,21.7,15.2,,55,
375,364,Shane Vereen,NWE,RB,22,5,0,0,0,0,0,0,15,57,3.80,1,0,0,0,,0,0,,1,,,12,11.7,11.7,11.7,,116,
376,365,Donnie Avery,TEN,WR,27,8,0,0,0,0,0,0,0,0,,0,11,3,45,15.00,1,0,,1,,,11,13.5,13.5,12.0,,139,
377,366,John Conner,NYJ,RB,24,16,8,0,0,0,0,0,13,44,3.38,1,5,2,9,4.50,0,0,,1,,,11,13.3,13.3,12.3,,117,
378,367,Terrance Copper,KAN,WR,29,16,2,0,0,0,0,0,0,0,,0,12,8,114,14.25,0,0,,0,,,11,19.4,22.4,15.4,,136,
379,368,Domenik Hixon,NYG,WR,27,2,0,0,0,0,0,0,0,0,,0,6,4,50,12.50,1,0,,1,,,11,15.0,15.0,13.0,,137,
380,369,Sam Hurd,CHI,WR,26,12,0,0,0,0,0,0,0,0,,0,15,8,109,13.63,0,1,,0,,,11,18.9,21.9,14.9,,138,
381,370,Sammy Morris,DAL,RB,34,3,0,0,0,0,0,0,28,98,3.50,0,7,5,13,2.60,0,0,,0,,,11,16.1,16.1,13.6,,118,
382,371,John Clay,PIT,RB,23,2,0,0,0,0,0,0,10,41,4.10,1,0,0,0,,0,0,,1,,,10,10.1,10.1,10.1,,120,
383,372,Colin Cochart,CIN,TE,24,10,3,0,0,0,0,0,0,0,,0,9,5,44,8.80,1,0,,1,,,10,15.4,15.4,12.9,,57,
384,373,Tom Crabtree,GNB,TE,26,16,9,0,0,0,0,0,0,0,,0,8,6,38,6.33,1,0,,1,,,10,15.8,15.8,12.8,,59,
385,374,Taiwan Jones,OAK,RB,23,10,0,0,0,0,0,0,16,73,4.56,0,3,2,25,12.50,0,0,,0,,,10,11.8,11.8,10.8,,121,
386,375,Vonta Leach*+,BAL,RB,30,16,16,0,0,0,0,0,12,35,2.92,0,27,15,69,4.60,0,0,,0,,,10,25.4,25.4,17.9,,119,
387,376,Zach Miller,JAX,TE,27,4,0,0,0,0,0,0,0,0,,0,7,4,42,10.50,1,0,,1,,,10,14.2,14.2,12.2,,58,
388,377,Jerheme Urban,KAN,WR,31,6,1,0,0,0,0,0,1,7,7.00,0,13,4,35,8.75,1,0,,1,,,10,14.2,14.2,12.2,,140,
389,378,Josh Baker,NYJ,RB,25,11,0,0,0,0,0,0,0,0,,0,4,3,27,9.00,1,0,,1,,,9,11.7,11.7,10.2,,123,
390,379,Ramses Barden,NYG,WR,25,8,0,0,0,0,0,0,0,0,,0,19,9,94,10.44,0,0,,0,,,9,18.4,18.4,13.9,,141,
391,380,Bernard Berrian,MIN,WR,31,5,1,0,0,0,0,0,0,0,,0,23,7,91,13.00,0,0,,0,,,9,16.1,16.1,12.6,,143,
392,381,Richie Brockel,CAR,RB,25,11,2,0,0,0,0,0,3,12,4.00,1,3,3,13,4.33,0,0,,1,,,9,11.5,11.5,10.0,,125,
393,382,Keary Colbert,KAN,WR,29,7,0,0,0,0,0,0,0,0,,0,12,9,89,9.89,0,1,,0,,,9,17.9,17.9,13.4,,146,
394,383,Kevin Faulk,NWE,RB,35,7,3,0,0,0,0,0,17,57,3.35,0,9,7,34,4.86,0,0,,0,,,9,16.1,16.1,12.6,,122,
395,384,Daniel Graham,TEN,TE,33,16,7,0,0,0,0,0,0,0,,0,5,2,25,12.50,1,0,,1,,,9,10.5,10.5,9.5,,62,
396,385,Chad Hall,PHI,WR,25,7,0,0,0,0,0,0,3,13,4.33,0,9,3,20,6.67,1,0,,1,,,9,12.3,12.3,10.8,,142,
397,386,Greg Jones,JAX,RB,30,16,9,0,0,0,0,0,2,7,3.50,1,9,4,19,4.75,0,0,,1,,,9,12.6,12.6,10.6,,124,
398,387,Weslye Saunders,PIT,TE,22,16,6,0,0,0,0,0,0,0,,0,8,4,29,7.25,1,0,,1,,,9,12.9,12.9,10.9,,61,
399,388,Cecil Shorts,JAX,WR,24,10,0,0,0,0,0,0,0,0,,0,12,2,30,15.00,1,0,,1,,,9,11.0,11.0,10.0,,144,
400,389,Luke Stocker,TAM,TE,23,14,9,0,0,0,0,0,0,0,,0,17,12,92,7.67,0,0,,0,,,9,21.2,21.2,15.2,,60,
401,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
402,390,Eric Weems,ATL,WR,26,16,2,0,0,0,0,0,0,0,,0,14,11,90,8.18,0,0,,0,,,9,20.0,20.0,14.5,,145,
403,391,John Gilmore,NOR,TE,32,14,4,0,0,0,0,0,0,0,,0,6,3,20,6.67,1,0,,1,,,8,11.0,11.0,9.5,,63,
404,392,Michael Hoomanawanui,STL,RB,23,8,8,0,0,0,0,0,0,0,,0,13,7,83,11.86,0,0,,0,,,8,15.3,15.3,11.8,,127,
405,393,Henry Hynoski,NYG,RB,23,11,4,0,0,0,0,0,0,0,,0,16,12,83,6.92,0,0,,0,,,8,20.3,20.3,14.3,,126,
406,394,Ruvell Martin,BUF,WR,29,14,0,0,0,0,0,0,0,0,,0,16,7,82,11.71,0,0,,0,,,8,15.2,15.2,11.7,,147,
407,395,Cameron Morrah,SEA,TE,24,9,4,0,0,0,0,0,1,1,1.00,0,13,6,74,12.33,0,0,,0,,,8,13.5,13.5,10.5,,64,
408,396,Anthony Sherman,ARI,RB,23,15,7,0,0,0,0,0,1,3,3.00,0,9,8,72,9.00,0,0,,0,,,8,15.5,15.5,11.5,,128,
409,397,Billy Bajema,STL,TE,29,16,12,0,0,0,0,0,0,0,,0,14,9,71,7.89,0,0,,0,,,7,16.1,16.1,11.6,,65,
410,398,Brandon Banks,WAS,WR,24,16,0,1,1,49,1,0,1,1,1.00,0,1,1,10,10.00,0,7,,0,,,7,8.1,8.1,7.6,,149,
411,399,Rock Cartwright,OAK,RB,32,15,0,0,0,0,0,0,4,45,11.25,0,6,4,24,6.00,0,0,,0,,,7,10.9,10.9,8.9,,130,
412,400,Chris Cooley,WAS,TE,29,5,5,0,0,0,0,0,2,3,1.50,0,13,8,65,8.13,0,0,,0,,,7,14.8,14.8,10.8,,66,
413,401,Lee Evans,BAL,WR,30,9,2,0,0,0,0,0,0,0,,0,26,4,74,18.50,0,0,,0,,,7,11.4,11.4,9.4,,148,
414,402,Ahmard Hall,TEN,RB,32,12,7,0,0,0,0,0,6,24,4.00,0,14,9,46,5.11,0,1,,0,,,7,16.0,16.0,11.5,,129,
415,403,DuJuan Harris,JAX,RB,23,5,0,0,0,0,0,0,9,42,4.67,0,2,1,4,4.00,0,0,,0,,,7,5.6,5.6,5.1,,131,
416,404,Richard Bartel,ARI,QB,28,2,0,10,22,86,1,1,1,9,9.00,0,0,0,0,,0,0,,0,,,6,6.3,7.3,7.3,,57,
417,405,Charlie Batch,PIT,QB,37,4,1,15,24,208,0,1,3,-2,-0.67,0,0,0,0,,0,0,,0,,,6,6.1,7.1,7.1,,60,
418,406,Colin Cloherty,JAX,TE,24,4,1,0,0,0,0,0,0,0,,0,8,4,57,14.25,0,0,,1,,,6,9.7,15.7,13.7,,69,
419,407,Rashied Davis,DET,WR,32,11,0,0,0,0,0,0,0,0,,0,5,4,63,15.75,0,0,,0,,,6,10.3,10.3,8.3,,150,
420,408,Bruce Gradkowski,CIN,QB,28,2,0,8,18,109,1,1,3,1,0.33,0,0,0,0,,0,0,,0,,,6,6.5,7.5,7.5,,56,
421,409,Matt Leinart,HOU,QB,28,2,1,10,13,57,1,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,6,6.2,6.2,6.2,,58,
422,410,Luke McCown,JAX,QB,30,4,2,30,56,296,0,4,7,23,3.29,0,0,0,0,,0,2,,0,,,6,6.1,10.1,10.1,,59,
423,411,Brit Miller,STL,RB,25,12,1,0,0,0,0,0,5,14,2.80,0,3,3,41,13.67,0,0,,0,,,6,8.5,8.5,7.0,,132,
424,412,Matthew Mulligan,NYJ,TE,26,16,9,0,0,0,0,0,0,0,,0,9,5,58,11.60,0,0,,0,,,6,10.8,10.8,8.3,,68,
425,413,Ryan Taylor,GNB,TE,24,15,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,1,0,,1,,,6,7.4,7.4,6.9,,67,
426,414,Armando Allen,CHI,RB,22,2,0,0,0,0,0,0,15,48,3.20,0,1,0,0,,0,0,,0,,,5,4.8,4.8,4.8,,136,
427,415,Danny Amendola,STL,WR,26,1,1,0,0,0,0,0,0,0,,0,6,5,45,9.00,0,1,,0,,,5,9.5,9.5,7.0,,156,
428,416,Deon Butler,SEA,WR,25,5,0,0,0,0,0,0,0,0,,0,7,6,51,8.50,0,0,,0,,,5,11.1,11.1,8.1,,152,
429,417,Tyler Clutts,CHI,WR,27,16,8,0,0,0,0,0,0,0,,0,10,8,48,6.00,0,1,,0,,,5,12.8,12.8,8.8,,153,
430,418,Brody Eldridge,IND,TE,24,13,8,0,0,0,0,0,0,0,,0,10,9,45,5.00,0,0,,0,,,5,13.5,13.5,9.0,,72,
431,419,Jerome Felton,2TM,RB,25,14,3,0,0,0,0,0,3,10,3.33,0,7,4,40,10.00,0,0,,0,,,5,9.0,9.0,7.0,,135,
432,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
433,420,Stefan Logan,DET,RB,30,16,1,0,0,0,0,0,9,32,3.56,0,1,1,19,19.00,0,6,,0,,,5,6.1,6.1,5.6,,134,
434,421,Erik Lorig,TAM,RB,25,16,7,0,0,0,0,0,0,0,,0,9,6,53,8.83,0,0,,0,,,5,11.3,11.3,8.3,,133,
435,422,Jake O'Connell,KAN,TE,26,8,4,0,0,0,0,0,0,0,,0,12,7,52,7.43,0,0,,0,,,5,12.2,12.2,8.7,,70,
436,423,Zach Potter,JAX,TE,25,15,7,0,0,0,0,0,0,0,,0,7,5,50,10.00,0,0,,0,,,5,10.0,10.0,7.5,,71,
437,424,Chris Redman,ATL,QB,34,5,0,18,28,188,0,1,5,-6,-1.20,0,0,0,0,,0,0,,0,,,5,4.9,5.9,5.9,,61,
438,425,Matthew Slater*,NWE,WR,26,16,3,0,0,0,0,0,0,0,,0,3,1,46,46.00,0,1,,0,,,5,5.6,5.6,5.1,,155,
439,426,Sammie Stroughter,TAM,WR,25,6,0,0,0,0,0,0,0,0,,0,7,4,52,13.00,0,1,,0,,,5,9.2,9.2,7.2,,151,
440,427,LaQuan Williams,BAL,WR,23,12,0,0,0,0,0,0,0,0,,0,12,4,46,11.50,0,2,,0,,,5,8.6,8.6,6.6,,154,
441,428,Kyle Boller,OAK,QB,30,2,1,15,28,161,0,3,9,38,4.22,0,0,0,0,,0,3,,0,,,4,4.2,7.2,7.2,,62,
442,429,Stephen Burton,MIN,WR,22,3,0,0,0,0,0,0,0,0,,0,3,2,38,19.00,0,0,,0,,,4,5.8,5.8,4.8,,161,
443,430,Mike Caussin,BUF,TE,24,6,2,0,0,0,0,0,0,0,,0,6,5,41,8.20,0,0,,0,,,4,9.1,9.1,6.6,,74,
444,431,Jeff Cumberland,NYJ,TE,24,3,0,0,0,0,0,0,0,0,,0,5,2,35,17.50,0,0,,0,,,4,5.5,5.5,4.5,,77,
445,432,Julian Edelman,NWE,WR,25,13,0,0,0,0,0,0,4,8,2.00,0,9,4,34,8.50,0,3,,1,,,4,14.2,14.2,12.2,,157,
446,433,Tony Fiammetta,DAL,RB,25,10,6,0,0,0,0,0,4,4,1.00,0,5,3,39,13.00,0,0,,0,,,4,7.3,7.3,5.8,,138,
447,434,Jerome Harrison,DET,RB,28,4,0,0,0,0,0,0,14,41,2.93,0,2,1,3,3.00,0,0,,0,,,4,5.4,5.4,4.9,,137,
448,435,Will Heller,DET,TE,30,16,7,0,0,0,0,0,0,0,,0,12,6,42,7.00,0,0,,0,,,4,10.2,10.2,7.2,,73,
449,436,Owen Marecic,CLE,RB,23,14,4,0,0,0,0,0,4,8,2.00,0,7,5,31,6.20,0,1,,0,,,4,8.9,8.9,6.4,,141,
450,437,Jerious Norwood,STL,RB,28,9,0,0,1,0,0,1,24,61,2.54,0,1,0,0,,0,0,,0,,,4,4.1,5.1,5.1,,140,
451,438,Kassim Osgood,JAX,WR,31,12,2,0,0,0,0,0,0,0,,0,11,5,42,8.40,0,0,,0,,,4,9.2,9.2,6.7,,158,
452,439,Montell Owens*,JAX,RB,27,13,0,0,0,0,0,0,10,39,3.90,0,3,2,2,1.00,0,0,,0,,,4,6.1,6.1,5.1,,139,
453,440,Zack Pianalto,TAM,TE,22,13,0,0,0,0,0,0,0,0,,0,5,4,40,10.00,0,0,,0,,,4,8.0,8.0,6.0,,75,
454,441,Taylor Price,2TM,WR,24,5,0,0,0,0,0,0,0,0,,0,4,2,39,19.50,0,0,,0,,,4,5.9,5.9,4.9,,159,
455,442,Andrew Quarless,GNB,TE,23,10,2,0,0,0,0,0,0,0,,0,4,3,36,12.00,0,0,,0,,,4,6.6,6.6,5.1,,76,
456,443,DeMarco Sampson,ARI,WR,26,12,0,0,0,0,0,0,0,0,,0,8,3,36,12.00,0,0,,0,,,4,6.6,6.6,5.1,,163,
457,444,Owen Schmitt,PHI,RB,26,16,5,0,0,0,0,0,4,6,1.50,0,7,3,32,10.67,0,0,,0,,,4,6.8,6.8,5.3,,142,
458,445,Chansi Stuckey,ARI,WR,28,9,0,0,0,0,0,0,0,0,,0,8,4,39,9.75,0,1,,0,,,4,7.9,7.9,5.9,,160,
459,446,Devin Thomas,NYG,WR,25,16,0,0,0,0,0,0,0,0,,0,3,3,37,12.33,0,0,,0,,,4,6.7,6.7,5.2,,162,
460,447,Johnny White,BUF,RB,23,12,0,0,0,0,0,0,12,38,3.17,0,4,1,-3,-3.00,0,0,,0,,,4,4.5,4.5,4.0,,143,
461,448,Adrian Arrington,NOR,WR,26,4,0,0,0,0,0,0,0,0,,0,3,2,31,15.50,0,0,,0,,,3,5.1,5.1,4.1,,166,
462,449,Anthony Becht,KAN,TE,34,9,5,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,0,,0,,,3,5.6,5.6,4.1,,81,
463,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
464,450,Kevin Brock,BUF,TE,25,2,0,0,0,0,0,0,0,0,,0,2,2,27,13.50,0,0,,0,,,3,4.7,4.7,3.7,,80,
465,451,Jordan Cameron,CLE,TE,23,8,2,0,0,0,0,0,0,0,,0,13,6,33,5.50,0,0,,0,,,3,9.3,9.3,6.3,,78,
466,452,Mark Clayton,STL,WR,29,2,1,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,0,,0,,,3,5.6,5.6,4.1,,172,
467,453,Jim Dray,ARI,TE,25,10,0,0,0,0,0,0,0,0,,0,5,2,25,12.50,0,0,,0,,,3,4.5,4.5,3.5,,82,
468,454,Kris Durham,SEA,WR,23,3,0,0,0,0,0,0,0,0,,0,4,3,30,10.00,0,0,,0,,,3,6.0,6.0,4.5,,167,
469,455,Quinn Johnson,TEN,RB,25,4,1,0,0,0,0,0,0,0,,0,3,3,30,10.00,0,0,,0,,,3,6.0,6.0,4.5,,145,
470,456,Jon Kitna,DAL,QB,39,3,0,6,10,87,1,2,3,-2,-0.67,0,0,0,0,,0,0,,0,,,3,3.3,5.3,5.3,,63,
471,457,J.P. Losman,MIA,QB,30,2,0,6,10,60,0,0,2,1,0.50,0,0,0,0,,0,1,,0,,,3,2.5,2.5,2.5,,64,
472,458,Marc Mariani,TEN,WR,24,16,0,0,0,0,0,0,1,4,4.00,0,12,5,24,4.80,0,1,,1,,,3,13.8,13.8,11.3,,169,
473,459,Carlton Mitchell,CLE,WR,23,11,0,0,0,0,0,0,0,0,,0,4,3,31,10.33,0,0,,0,,,3,6.1,6.1,4.6,,165,
474,460,Niles Paul,WAS,WR,22,13,2,0,0,0,0,0,1,7,7.00,0,5,2,25,12.50,0,0,,0,,,3,5.2,5.2,4.2,,164,
475,461,Bilal Powell,NYJ,RB,23,2,0,0,0,0,0,0,13,21,1.62,0,1,1,7,7.00,0,1,,0,,,3,3.8,3.8,3.3,,148,
476,462,Brian Robiskie,CLE,WR,24,6,2,0,0,0,0,0,0,0,,0,9,3,25,8.33,0,0,,0,,,3,5.5,5.5,4.0,,173,
477,463,Da'Rel Scott,NYG,RB,23,11,0,0,0,0,0,0,5,16,3.20,0,2,2,13,6.50,0,1,,0,,,3,4.9,4.9,3.9,,146,
478,464,Kory Sperry,SDG,TE,26,16,4,0,0,0,0,0,0,0,,0,5,1,32,32.00,0,0,,0,,,3,4.2,4.2,3.7,,79,
479,465,Manase Tonga,OAK,RB,27,11,3,0,0,0,0,0,1,12,12.00,0,4,3,18,6.00,0,0,,0,,,3,6.0,6.0,4.5,,144,
480,466,Tiquan Underwood,NWE,WR,24,6,0,0,0,0,0,0,0,0,,0,6,3,30,10.00,0,0,,0,,,3,6.0,6.0,4.5,,168,
481,467,Lawrence Vickers,HOU,RB,28,14,1,0,0,0,0,0,1,0,0.00,0,8,4,29,7.25,0,0,,0,,,3,6.9,6.9,4.9,,147,
482,468,Bryan Walters,SDG,WR,24,4,0,0,0,0,0,0,0,0,,0,4,3,27,9.00,0,0,,0,,,3,5.7,5.7,4.2,,170,
483,469,Ryan Whalen,CIN,WR,22,4,0,0,0,0,0,0,0,0,,0,5,4,27,6.75,0,0,,0,,,3,6.7,6.7,4.7,,171,
484,470,Brock Bolen,JAX,RB,26,13,0,0,0,0,0,0,2,14,7.00,0,5,2,6,3.00,0,0,,0,,,2,4.0,4.0,3.0,,150,
485,471,Thomas Clayton,CLE,RB,27,3,0,0,0,0,0,0,8,12,1.50,0,1,1,3,3.00,0,0,,0,,,2,2.5,2.5,2.0,,155,
486,472,Clyde Gates,MIA,WR,25,15,0,0,0,0,0,0,1,4,4.00,0,,2,19,9.50,0,0,,0,,,2,4.3,4.3,3.3,,174,
487,473,Garrett Graham,HOU,TE,25,7,0,0,0,0,0,0,0,0,,0,2,1,24,24.00,0,0,,0,,,2,3.4,3.4,2.9,,84,
488,474,Alex Green,GNB,RB,23,4,0,0,0,0,0,0,3,11,3.67,0,1,1,6,6.00,0,0,,0,,,2,2.7,2.7,2.2,,153,
489,475,Virgil Green,DEN,TE,23,15,3,0,0,0,0,0,0,0,,0,5,3,24,8.00,0,0,,0,,,2,5.4,5.4,3.9,,83,
490,476,Roscoe Parrish,BUF,WR,29,2,2,0,0,0,0,0,0,0,,0,4,1,16,16.00,0,0,,0,,,2,2.6,2.6,2.1,,176,
491,477,Justin Peelle,SFO,TE,32,14,2,0,0,0,0,0,0,0,,0,4,1,19,19.00,0,0,,0,,,2,2.9,2.9,2.4,,85,
492,478,Cedric Peerman,CIN,RB,25,15,0,0,0,0,0,0,3,15,5.00,0,1,0,0,,0,0,,0,,,2,1.5,1.5,1.5,,154,
493,479,Chris Pressley,CIN,RB,25,15,10,0,0,0,0,0,0,0,,0,5,3,19,6.33,0,0,,0,,,2,4.9,4.9,3.4,,152,
